application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,DTI,LTV,CCR,ITI,CWI,session_flagged,created_at,employment_years,debt_to_income,credit_history_length,num_delinquencies,current_loans,requested_amount,loan_term_months,score,decision,top_feature,explanation,rule_reasons,proposed_loan_option,proposed_consolidation_loan
APP_0111,53,135204,15,56586,72,144250,car,2,828,4341,210676,0.0321070382533058,0.3922772963604826,2.5492171208425662,0.0058128211196099,1.499476347481021,False,:47:29,15,0.0321070382533058,28,1,1,56586,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.03 and CS=828,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 56586.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 864.51}",
APP_0112,52,33319,14,79487,48,121341,house,2,598,21815,162557,0.6547315345598411,0.6550712454982186,1.52655151156791,0.049700746319881,0.1818016323742555,False,:47:29,14,0.6547315345598411,13,0,2,79487,48,3.2478097513782145e-09,denied,credit_score_vs_dti,Score=0.000 with DTI=0.65 and CS=598,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 21815.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 518.11, ""secured_by"": ""collateral""}"
APP_0113,62,84427,7,29175,60,94202,car,2,600,42535,51539,0.5038080234995854,0.3097068002802455,3.2288603256211403,0.005759413457684,1.0275538414012213,False,:47:29,7,0.5038080234995854,19,1,2,29175,60,2.693801662314182e-09,denied,credit_score_vs_dti,Score=0.000 with DTI=0.50 and CS=600,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 42535.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1323.31, ""secured_by"": ""collateral""}"
APP_0114,54,99304,17,65458,36,84212,car,0,685,38731,299036,0.3900245710142553,0.7773001472474139,1.286504323382913,0.0183102168868046,0.1747605975617794,False,:47:29,17,0.3900245710142553,4,1,2,65458,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.39 and CS=685,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 65458.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 2000.11}",
APP_0115,35,69732,4,87905,12,29994,deposit,0,723,4941,138355,0.0708569953536386,2.930752817230015,0.3412092599965833,0.1050510047905711,0.0,False,:47:29,4,0.0708569953536386,24,1,3,87905,12,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.07 and CS=723,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 87905.0, ""term_months"": 12, ""apr"": 0.1, ""est_monthly"": 8057.96}",
APP_0116,25,43271,27,59379,12,60766,land,0,824,1741,22810,0.0402347992882059,0.9771747358720176,1.023358426379679,0.1143548797020529,0.0224186047826365,False,:47:29,27,0.0402347992882059,6,0,3,59379,12,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.04 and CS=824,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 59379.0, ""term_months"": 12, ""apr"": 0.1, ""est_monthly"": 5443.08}",
APP_0117,48,49037,25,47421,24,113535,house,0,620,16904,70890,0.3447192935946256,0.4176773682124418,2.394192446384463,0.0402935538454153,0.9135874111318676,False,:47:29,25,0.3447192935946256,23,0,3,47421,24,0.03998043478860581,denied,credit_score_vs_dti,Score=0.040 with DTI=0.34 and CS=620,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 16904.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 401.47, ""secured_by"": ""collateral""}"
APP_0118,61,128083,3,18787,24,178219,house,0,635,32612,126366,0.254616147341956,0.1054152475325296,9.486293713737718,0.0061115969069591,2.000427087970037,False,:47:29,3,0.254616147341956,14,0,0,18787,24,0.9962947577136565,approved,credit_score_vs_dti,Score=0.996 with DTI=0.25 and CS=635,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 18787.0, ""term_months"": 24, ""apr"": 0.12, ""est_monthly"": 876.73}",
APP_0119,63,64840,23,28587,72,174337,land,1,710,37336,28074,0.5758173966687141,0.1639755186793385,6.098471333123234,0.0061234063334538,1.0638811228058584,False,:47:29,23,0.5758173966687141,12,1,2,28587,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.58 and CS=710,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 28587.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 436.75}",
APP_0120,31,63791,3,94872,72,44017,house,0,440,41156,103941,0.6451693812606694,2.155349069677576,0.4639619698119522,0.0206559964046392,0.0,False,:47:29,3,0.6451693812606694,14,0,3,94872,72,1.1539052371590519e-61,denied,credit_score_vs_dti,Score=0.000 with DTI=0.65 and CS=440,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 41156.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1280.41, ""secured_by"": ""collateral""}"
APP_0121,31,140420,21,56419,72,138429,car,0,469,17110,145837,0.1218487394957974,0.407566333643959,2.4535883301724164,0.0055803818701846,1.276470424395128,False,:47:29,21,0.1218487394957974,16,0,1,56419,72,1.1090769236715555e-53,denied,credit_score_vs_dti,Score=0.000 with DTI=0.12 and CS=469,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 17110.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 532.31, ""secured_by"": ""collateral""}"
APP_0122,22,42983,2,33627,48,24283,house,0,644,8400,285107,0.1954260986901753,1.3847959477823422,0.7221280518630648,0.0162985947929504,0.0,False,:47:29,2,0.1954260986901753,7,0,0,33627,48,0.9992990344584625,approved,credit_score_vs_dti,Score=0.999 with DTI=0.20 and CS=644,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 33627.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 770.62}",
APP_0123,27,139408,14,44744,48,137602,house,0,335,1317,35048,0.009447090554344,0.3251696923009816,3.07531736098688,0.0066866081333011,2.0053653740201094,False,:47:29,14,0.009447090554344,3,0,2,44744,48,4.1969139750636e-100,denied,credit_score_vs_dti,Score=0.000 with DTI=0.01 and CS=335,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 1317.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 40.97, ""secured_by"": ""collateral""}"
APP_0124,45,140121,19,59911,48,73649,deposit,0,476,7343,177289,0.052404707360067,0.8134665779575987,1.2293068050942026,0.0089076286445809,0.2172900490775976,False,:47:29,19,0.052404707360067,8,1,4,59911,48,4.402966139083976e-51,denied,credit_score_vs_dti,Score=0.000 with DTI=0.05 and CS=476,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 7343.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 228.45, ""secured_by"": ""collateral""}"
APP_0125,45,99819,21,56066,36,94370,house,1,694,3258,275570,0.0326390767288789,0.5941082971283184,1.683194806121327,0.0156021287414782,0.6608959584235891,False,:47:29,21,0.0326390767288789,29,0,0,56066,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.03 and CS=694,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 56066.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 1713.13}",
APP_0126,37,45691,12,71478,60,145786,house,0,836,43040,243795,0.9419798209712869,0.4902939925644404,2.039592601919443,0.0260729684178529,0.0603173488802931,False,:47:29,12,0.9419798209712869,8,0,2,71478,60,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.94 and CS=836,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 71478.0, ""term_months"": 60, ""apr"": 0.1, ""est_monthly"": 1310.43}",
APP_0127,34,44482,27,29461,60,89578,deposit,1,585,13420,278233,0.3016950676678139,0.3288865569671088,3.040562099046093,0.0110385474272396,1.4059254822729104,False,:47:29,27,0.3016950676678139,20,0,0,29461,60,7.1373337325559385e-19,denied,credit_score_vs_dti,Score=0.000 with DTI=0.30 and CS=585,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0128,57,60590,23,66677,60,163026,house,0,519,41156,59398,0.6792540023106012,0.4089961110497687,2.445011023291353,0.0183410353740682,0.4634815023377709,False,:47:29,23,0.6792540023106012,7,0,4,66677,60,4.961129211111014e-36,denied,credit_score_vs_dti,Score=0.000 with DTI=0.68 and CS=519,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 41156.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1280.41, ""secured_by"": ""collateral""}"
APP_0129,41,97176,6,47054,48,110447,deposit,0,542,27657,242389,0.284607310447021,0.4260323956286687,2.3472393420325086,0.0100877960262434,0.9638051763682438,False,:47:29,6,0.284607310447021,25,0,3,47054,48,5.224769536843385e-31,denied,credit_score_vs_dti,Score=0.000 with DTI=0.28 and CS=542,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 27657.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 860.44, ""secured_by"": ""collateral""}"
APP_0130,56,44201,20,94356,12,199758,house,0,676,26947,293803,0.6096468405692042,0.4723515453698952,2.117067277120669,0.1778919028832961,0.4360507409208157,False,:47:29,20,0.6096468405692042,14,0,2,94356,12,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.61 and CS=676,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 94356.0, ""term_months"": 12, ""apr"": 0.1, ""est_monthly"": 8649.3}",
APP_0131,63,81957,21,20002,60,130542,house,1,599,22739,104549,0.277450370316138,0.1532227175928042,6.526447355264147,0.0040675801537526,1.835515835484079,False,:47:29,21,0.277450370316138,17,0,3,20002,60,2.1705946779312524e-11,denied,credit_score_vs_dti,Score=0.000 with DTI=0.28 and CS=599,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 22739.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 707.44, ""secured_by"": ""collateral""}"
APP_0132,34,39436,10,19101,36,64901,house,1,312,40959,154605,1.0386195354498164,0.2943097949184097,3.397780220930664,0.0134542888051166,0.0,False,:47:29,10,1.0386195354498164,6,0,3,19101,36,6.555254731572177e-114,denied,credit_score_vs_dti,Score=0.000 with DTI=1.04 and CS=312,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 40959.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 972.78, ""secured_by"": ""collateral""}"
APP_0133,29,92535,22,48857,60,156855,land,0,596,2172,163943,0.0234721997082182,0.3114787542634898,3.2104918435433367,0.0087997334340493,2.017080412659695,False,:47:29,22,0.0234721997082182,18,0,3,48857,60,4.8120776811008036e-11,denied,credit_score_vs_dti,Score=0.000 with DTI=0.02 and CS=596,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 2172.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 67.57, ""secured_by"": ""collateral""}"
APP_0134,62,27643,26,53293,48,86324,land,1,520,4637,153164,0.1677459031219416,0.6173601779342869,1.6197999737301032,0.0401646287779966,0.5158310673818165,False,:47:29,26,0.1677459031219416,14,0,0,53293,48,1.8303566305040077e-38,denied,credit_score_vs_dti,Score=0.000 with DTI=0.17 and CS=520,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0135,48,113629,24,70633,72,110560,car,0,685,21169,94036,0.1862992721928364,0.6388657742402257,1.5652740220576562,0.0086334816717145,0.4599638831588163,False,:47:29,24,0.1862992721928364,21,0,2,70633,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.19 and CS=685,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 70633.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 1079.12}",
APP_0136,33,31924,22,43383,36,34269,house,1,781,19724,291556,0.6178423756421307,1.2659546528932486,0.7899177097019389,0.0377485068694343,0.0,False,:47:29,22,0.6178423756421307,7,1,1,43383,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.62 and CS=781,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 43383.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 1325.59}",
APP_0137,48,49352,19,91803,72,30913,house,0,829,27279,287384,0.5527435564921269,2.9697214764014177,0.3367319150790242,0.025835663532358,0.0,False,:47:29,19,0.5527435564921269,18,0,1,91803,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.55 and CS=829,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 91803.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 1402.55}",
APP_0138,43,46830,8,50046,72,118375,land,0,635,36889,120412,0.7877215460174933,0.4227750791974621,2.365323902010104,0.0148426934299309,0.2898288471040742,False,:47:29,8,0.7877215460174933,25,1,0,50046,72,0.9994745582421191,approved,credit_score_vs_dti,Score=0.999 with DTI=0.79 and CS=635,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 50046.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 764.59}",
APP_0139,60,128874,23,17286,24,43844,house,1,499,29377,243534,0.2279513323090753,0.3942614724933767,2.536387828300212,0.0055887921533434,1.1861661758957942,False,:47:29,23,0.2279513323090753,14,0,2,17286,24,2.6253922862557577e-47,denied,credit_score_vs_dti,Score=0.000 with DTI=0.23 and CS=499,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 29377.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 913.95, ""secured_by"": ""collateral""}"
APP_0140,32,31672,10,16325,36,199535,land,0,544,12872,125282,0.4064157615559356,0.0818152203874003,12.222664624807829,0.0143177640253097,1.6350600394718282,False,:47:29,10,0.4064157615559356,5,0,3,16325,36,6.620396738560697e-33,denied,credit_score_vs_dti,Score=0.000 with DTI=0.41 and CS=544,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 12872.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 305.71, ""secured_by"": ""collateral""}"
APP_0141,64,78657,15,97473,48,172289,land,0,397,16364,240495,0.2080425136987145,0.5657528919431852,1.7675561437526108,0.02581699657955,0.6078718342014385,False,:47:29,15,0.2080425136987145,2,0,3,97473,48,5.453604336566592e-79,denied,credit_score_vs_dti,Score=0.000 with DTI=0.21 and CS=397,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 16364.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 509.1, ""secured_by"": ""collateral""}"
APP_0142,62,98892,9,17738,60,142569,deposit,0,814,37616,179578,0.380374550014153,0.1244169489861041,8.037490134174764,0.0029894565114306,1.6276006259533984,False,:47:29,9,0.380374550014153,25,0,0,17738,60,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.38 and CS=814,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 17738.0, ""term_months"": 60, ""apr"": 0.12, ""est_monthly"": 331.11}",
APP_0143,28,89499,9,95045,60,149062,car,0,766,10073,146349,0.1125487435613793,0.6376205874065782,1.5683307906780832,0.0176994528799977,0.504365874260035,False,:47:29,9,0.1125487435613793,15,0,1,95045,60,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.11 and CS=766,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 95045.0, ""term_months"": 60, ""apr"": 0.1, ""est_monthly"": 1742.49}",
APP_0144,28,110089,4,31417,72,122280,house,1,769,25208,47135,0.2289783720444347,0.2569267255479207,3.892160295381357,0.0039635860278152,1.7187766972749443,False,:47:29,4,0.2289783720444347,5,0,2,31417,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.23 and CS=769,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 31417.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 479.98}",
APP_0145,44,125387,28,13873,36,19575,car,1,480,26939,199831,0.214846834201311,0.7087100893997084,1.4110142002449786,0.0030733737237544,0.322709100510658,False,:47:29,28,0.214846834201311,8,0,0,13873,36,1.4926399527986696e-53,denied,credit_score_vs_dti,Score=0.000 with DTI=0.21 and CS=480,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0146,22,74203,4,33946,48,83334,deposit,1,477,37513,103114,0.505545597886871,0.4073487412100654,2.454898957167193,0.0095307242742017,0.71938119400114,False,:47:29,4,0.505545597886871,22,0,1,33946,48,3.379434432898276e-53,denied,credit_score_vs_dti,Score=0.000 with DTI=0.51 and CS=477,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 37513.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1167.07, ""secured_by"": ""collateral""}"
APP_0147,34,128527,2,63396,36,103193,land,0,771,35717,72889,0.2778949170213241,0.6143439962012868,1.6277525395923778,0.0137014012616109,0.4533032996924468,False,:47:29,2,0.2778949170213241,11,0,1,63396,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.28 and CS=771,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 63396.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 1937.1}",
APP_0148,40,64748,28,45650,72,183737,land,0,599,23233,66030,0.3588218941125539,0.2484529517734574,4.024906900328499,0.0097922372547254,1.4456265386015867,False,:47:29,28,0.3588218941125539,18,0,0,45650,72,1.4440478167029919e-09,denied,credit_score_vs_dti,Score=0.000 with DTI=0.36 and CS=599,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0149,63,148052,16,79630,24,50142,car,0,687,15458,294744,0.1044092616107847,1.58808982489726,0.6296873037799745,0.0224104819018209,0.0,False,:47:29,16,0.1044092616107847,24,0,0,79630,24,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.10 and CS=687,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 79630.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 3649.71}",
APP_0150,64,88065,13,63043,48,103407,house,0,569,18395,39952,0.2088798046897154,0.6096589205759706,1.6402614088796277,0.0149139366752507,0.5065237308425091,False,:47:29,13,0.2088798046897154,6,0,4,63043,48,1.9395077852276422e-17,denied,credit_score_vs_dti,Score=0.000 with DTI=0.21 and CS=569,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 18395.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 572.29, ""secured_by"": ""collateral""}"
APP_0151,27,117001,22,43074,12,74060,deposit,0,543,20579,241572,0.1758873855778995,0.5816095058060953,1.719366671309799,0.0306792249613323,0.5928391482212726,False,:47:29,22,0.1758873855778995,25,1,2,43074,12,2.797679503133922e-30,denied,credit_score_vs_dti,Score=0.000 with DTI=0.18 and CS=543,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 20579.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 640.24, ""secured_by"": ""collateral""}"
APP_0152,60,134375,11,65289,72,33798,deposit,1,647,10959,261181,0.0815553488372087,1.9317415231669943,0.5176676009741225,0.0067482170541697,0.0,False,:47:29,11,0.0815553488372087,22,2,1,65289,72,0.9999999991642965,approved,credit_score_vs_dti,Score=1.000 with DTI=0.08 and CS=647,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 65289.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 997.47}",
APP_0153,25,124081,3,97288,36,27779,deposit,1,747,31270,19005,0.2520127980915672,3.50221390258816,0.2855336732176601,0.0217796797605544,0.0,False,:47:29,3,0.2520127980915672,10,0,2,97288,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.25 and CS=747,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 97288.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 2972.69}",
APP_0154,53,131391,21,44122,36,78152,deposit,1,483,10418,180906,0.0792900579187305,0.5645664858224925,1.771270567970587,0.0093279685144116,0.7101164799652195,False,:47:29,21,0.0792900579187305,7,0,0,44122,36,4.254644515107797e-50,denied,credit_score_vs_dti,Score=0.000 with DTI=0.08 and CS=483,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0155,58,92064,5,19577,48,23824,car,0,745,32433,177447,0.3522875391032287,0.8217343854935854,1.2169382438575258,0.0044301156440972,0.1405136037916422,False,:47:29,5,0.3522875391032287,10,0,3,19577,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.35 and CS=745,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 19577.0, ""term_months"": 48, ""apr"": 0.12, ""est_monthly"": 456.8}",
APP_0156,60,30434,16,43834,36,20896,car,0,434,37574,114015,1.2346060327265151,2.097722052067281,0.4767075785919497,0.0400082510047068,0.0,False,:47:29,16,1.2346060327265151,2,0,1,43834,36,1.8724507794758662e-68,denied,credit_score_vs_dti,Score=0.000 with DTI=1.23 and CS=434,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 37574.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 892.38, ""secured_by"": ""collateral""}"
APP_0157,30,86635,28,84810,72,75366,house,0,521,48091,203347,0.5550989784728971,1.1253084945465976,0.8886452069331342,0.0135963140376325,0.0,False,:47:29,28,0.5550989784728971,12,0,2,84810,72,5.053538785724809e-35,denied,credit_score_vs_dti,Score=0.000 with DTI=0.56 and CS=521,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 48091.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1496.16, ""secured_by"": ""collateral""}"
APP_0158,60,47687,28,25674,48,46779,deposit,0,801,5945,128514,0.1246671000482285,0.5488360161610862,1.8220378593128528,0.011216369240859,0.7195567832625184,False,:47:29,28,0.1246671000482285,18,1,1,25674,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.12 and CS=801,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 25674.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 588.36}",
APP_0159,26,136139,10,95168,48,114523,land,0,824,37986,137510,0.2790236449511141,0.8309946473634044,1.2033771856085953,0.0145635465709704,0.1466301419801996,False,:47:29,10,0.2790236449511141,23,1,3,95168,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.28 and CS=824,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 95168.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 2180.93}",
APP_0160,43,54593,23,60889,12,11392,car,0,808,4299,135140,0.0787463594233678,5.344891151684924,0.1870945490975351,0.0929438450517538,0.0,False,:47:29,23,0.0787463594233678,16,0,3,60889,12,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.08 and CS=808,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 60889.0, ""term_months"": 12, ""apr"": 0.1, ""est_monthly"": 5581.49}",
APP_0161,41,53508,18,62149,12,65948,deposit,0,473,16862,242195,0.3151304477835031,0.9423940073997552,1.0611272908654836,0.0967908225480609,0.0418642203232727,False,:47:29,18,0.3151304477835031,3,0,2,62149,12,5.935734730887727e-55,denied,credit_score_vs_dti,Score=0.000 with DTI=0.32 and CS=473,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 16862.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 524.6, ""secured_by"": ""collateral""}"
APP_0162,34,56173,14,35118,36,95029,land,2,763,8814,193613,0.1569081231196454,0.3695503477885659,2.7059912295688053,0.0173659943384345,1.438307347678621,False,:47:29,14,0.1569081231196454,19,1,3,35118,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.16 and CS=763,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 35118.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 1073.05}",
APP_0163,21,105320,4,92443,72,192923,deposit,0,814,8114,119923,0.0770413976452708,0.4791704462402074,2.0869400603614974,0.0121907572686831,1.0032006789546273,False,:47:29,4,0.0770413976452708,2,0,4,92443,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.08 and CS=814,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 92443.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 1412.32}",
APP_0164,54,96404,11,8425,72,129831,deposit,2,838,8767,278763,0.0909402099497936,0.0648920519752596,15.4102077151317,0.0012137866570605,2.550207104716949,False,:47:29,11,0.0909402099497936,5,0,4,8425,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.09 and CS=838,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 8425.0, ""term_months"": 72, ""apr"": 0.12, ""est_monthly"": 131.06}",
APP_0165,35,143605,19,33373,48,177098,house,0,311,2196,242597,0.0152919466592387,0.1884436865464308,5.306625116111668,0.0048415503173207,2.397438112791806,False,:47:29,19,0.0152919466592387,28,1,1,33373,48,1.2339896637744071e-112,denied,credit_score_vs_dti,Score=0.000 with DTI=0.02 and CS=311,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 2196.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 68.32, ""secured_by"": ""collateral""}"
APP_0166,50,77032,29,44748,48,73912,car,0,709,41155,280506,0.5342584899781839,0.6054226647905535,1.6517386251899158,0.0121021134071628,0.3035417314355105,False,:47:29,29,0.5342584899781839,7,0,4,44748,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.53 and CS=709,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 44748.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 1025.48}",
